Ingredient,Substitute,Context,Equivalent
sugar,1.33 cups molasses + 1 teaspoon baking soda,"The category is: Sugars. Varieties:By crystal size:Regular sugar = fine granulated sugar = table sugar = standard granulated sugar = extra-fine granulated sugar is the standard table sugar we're all familiar with.Superfine sugar = ultrafine sugar = bar sugar = instant dissolving sugar = berry sugar = castor sugar = caster sugar dissolves more quickly, and is recommended for sweetening beverages, and for making meringues, cakes, soufflés, and mousses. To make your own, grind standard granulated sugar in a food processor or blender for about a minute.Baker's special has a grain size between standard granulated and superfine. Bakers use it in cakes because the fine granules improve the texture.Sanding sugar has larger granules that sparkle when sprinkled on baked goods and candies.Coarse sugar has a larger grain size than regular granulated sugar. It tends not to change color or break down at high temperatures. It's similar to (and often mistaken for) sanding sugar.By source:Beet sugar is derived from sugar beets, while cane sugar is derived from sugar cane. Both beet and cane sugars are 99.95% sucrose, but many bakers claim that the remaining .05% of trace minerals and proteins makes a difference, and that cane sugar performs better.Some cane sugar is processed using a by-product of animal bones, so some vegetarians prefer beet sugar to cane. Some manufacturers don't specify whether their product is beet sugar or cane sugar. Substitute 1 1/3 cup molasses plus 1 teaspoon baking soda for one cup of granulated sugar, then reduce another liquid in the recipe by 1/3 cup and reduce the oven temperature by 25 degrees. This substitution will impart a strong molasses flavor to the product. Replace no more than half of the sugar in the recipe with molasses.",1 cup sugar
sugar,1.75 cups brown rice syrup,"The category is: Sugars. Varieties:By crystal size:Regular sugar = fine granulated sugar = table sugar = standard granulated sugar = extra-fine granulated sugar is the standard table sugar we're all familiar with.Superfine sugar = ultrafine sugar = bar sugar = instant dissolving sugar = berry sugar = castor sugar = caster sugar dissolves more quickly, and is recommended for sweetening beverages, and for making meringues, cakes, soufflés, and mousses. To make your own, grind standard granulated sugar in a food processor or blender for about a minute.Baker's special has a grain size between standard granulated and superfine. Bakers use it in cakes because the fine granules improve the texture.Sanding sugar has larger granules that sparkle when sprinkled on baked goods and candies.Coarse sugar has a larger grain size than regular granulated sugar. It tends not to change color or break down at high temperatures. It's similar to (and often mistaken for) sanding sugar.By source:Beet sugar is derived from sugar beets, while cane sugar is derived from sugar cane. Both beet and cane sugars are 99.95% sucrose, but many bakers claim that the remaining .05% of trace minerals and proteins makes a difference, and that cane sugar performs better.Some cane sugar is processed using a by-product of animal bones, so some vegetarians prefer beet sugar to cane. Some manufacturers don't specify whether their product is beet sugar or cane sugar. When baking with this substitution, reduce another liquid in the recipe by 1/4 cup.",1 cup sugar
sugar,1 tablespoon fruit juices,"The category is: Sugars. Varieties:By crystal size:Regular sugar = fine granulated sugar = table sugar = standard granulated sugar = extra-fine granulated sugar is the standard table sugar we're all familiar with.Superfine sugar = ultrafine sugar = bar sugar = instant dissolving sugar = berry sugar = castor sugar = caster sugar dissolves more quickly, and is recommended for sweetening beverages, and for making meringues, cakes, soufflés, and mousses. To make your own, grind standard granulated sugar in a food processor or blender for about a minute.Baker's special has a grain size between standard granulated and superfine. Bakers use it in cakes because the fine granules improve the texture.Sanding sugar has larger granules that sparkle when sprinkled on baked goods and candies.Coarse sugar has a larger grain size than regular granulated sugar. It tends not to change color or break down at high temperatures. It's similar to (and often mistaken for) sanding sugar.By source:Beet sugar is derived from sugar beets, while cane sugar is derived from sugar cane. Both beet and cane sugars are 99.95% sucrose, but many bakers claim that the remaining .05% of trace minerals and proteins makes a difference, and that cane sugar performs better.Some cane sugar is processed using a by-product of animal bones, so some vegetarians prefer beet sugar to cane. Some manufacturers don't specify whether their product is beet sugar or cane sugar. This is a good substitution for sweetening hot cereals. Use fruit juice concentrates for greater sweetening power.",1 tablespoon sugar
sugar cubes,1 pound sugar,The category is: Sugars.,1 pound sugar cubes
sugar cubes,1 pound zucker hut,The category is: Sugars.,1 pound sugar cubes
thyme,1 tablespoon herbes de Provence,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon poultry seasoning,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon Italian seasoning,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon savory,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon marjoram,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon oregano,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon sage,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon rosemary,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
vanilla extract,2 each vanilla bean chop + 1 cup vodka light run or bandy,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. Cut two fresh (moist and pliable) vanilla beans into small pieces and put them in a small, clean jar.  Pour vodka, brandy, or light rum into the jar until the vanilla is completely covered.  Seal the jar with a tight-fitting lid, allow the mixture to steep for about at least a month, then strain out the beans using cheesecloth or a coffee filter.  The result won't be as strong as commercial extracts, so use more.",1 teaspoon vanilla extract
vanilla extract,0.5 teaspoons vanilla powder,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. use half as much",1 teaspoon vanilla extract
vanilla extract,1 inch vanilla bean,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. Extract the flavor by scraping out the seeds and putting them and the vanilla pod into a liquid that's used in the recipe and let it simmer awhile.  When the liquid has been infused with vanilla flavor, remove the pod.  One inch of fresh vanilla bean = one teaspoon extract.  Use a longer piece of vanilla if it's not fresh.",1 teaspoon vanilla extract
vanilla extract,"2 teaspoons vanilla extract, imitation","The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. This may be less potent than pure vanilla extract, so you may need to use more.",1 teaspoon vanilla extract
vanilla extract,1 teaspoon vanilla sugar kosher,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. for Passover",1 teaspoon vanilla extract
vanilla extract,1 tablespoon vanilla-flavored liqueurs,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. 1 teaspoon extract = 1 tablespoon liqueur",1 teaspoon vanilla extract
vanilla extract,1 tablespoon almond liqueur,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. 1 teaspoon extract = 1 tablespoon liqueur",1 teaspoon vanilla extract
vanilla extract,1 tablespoon rum,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. 1 teaspoon extract = 1 tablespoon liqueur",1 teaspoon vanilla extract
vanilla extract,0.75 teaspoons almond extract,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. use less",1 teaspoon vanilla extract
vanilla extract,0.13 teaspoons peppermint extract,"The category is: Extracts and Flavoring Oils. Vanilla extract is made from vanilla beans that have been steeped in alcohol.  It's widely used throughout the world to flavor desserts, like baked goods, ice cream, beverages, and custards, but some chefs use it as a secret ingredient in savory dishes as well.  Pure extracts made with vanilla from the Bourbon Islands, which include Madagascar, is especially well-regarded.   Mexican vanilla extract is also excellent, and even more potent, but it's sometimes adulterated with a dangerous food additive that's banned by the FDA.  Look for vanilla extract among the baking supplies in your supermarket. use 1/8 as much",1 teaspoon vanilla extract
wheat flour,1 cup barley flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This has a mild flavor and works especially well in pancakes, cookies, and quick breads.  Replace up to half of any wheat flour in a recipe with this.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup buckwheat flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is especially good in pancakes.  It tends to make baked goods heavier and stronger tasting.  Replace up to half of the wheat flour in any recipe with this.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup oat flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is especially good in quick breads and cookies.  It makes baked goods moister, chewier, and more crumbly.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup rice flour brown,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is especially good for those with wheat allergies; replace up to 1/4 of any wheat flour with this.  Baked goods made with rice flour tend to be crumbly, so consider substituting a mixture of one part arrowroot or other thickener plus four parts rice flour.  Adding more eggs is another way to reduce crumbliness.  Since rice flour absorbs more moisture, you may need to add more liquid to recipe.",1 cup wheat flour
wheat flour,1 cup corn flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking:  This is a good substitute for those with wheat allergies.",1 cup wheat flour
wheat flour,1 cup millet flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This has a more pronounced flavor than all-purpose flour, and it tends to make baked goods coarse and dry.  Replace up to 1/5 of any wheat flour with this.)",1 cup wheat flour
wheat flour,0.88 cups potato flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: Replace up to 1/4 of any wheat flour in a recipe with this.  Substitute 5/8 cup potato flour for 1 cup all-purpose flour.",1 cup wheat flour
wheat flour,1 cup soy flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is high in protein, but has a very strong flavor.  Replace up to 1/4 of any wheat flour with this, then increase the liquid in the recipe and reduce the oven temperature by 25 degrees.",1 cup wheat flour
wheat flour,1 cup quinoa flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is higher in fat than all-purpose flour, so it tends to make baked goods moister.  Replace up to 1/2 of the wheat flour in the recipe with this.",1 cup wheat flour
wheat flour,1 cup wheat germ,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This makes for a more nutritious product.  Replace up to 1/3 of the flour with this.",1 cup wheat flour
wheat flour,1 cup rice flour non-waxy,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is good for those with wheat allergies.  Replace up to 1/4 of any wheat flour with this.  Baked goods made with rice flour tend to be crumbly, so consider substituting a mixture of one part arrowroot or other thickener plus four parts rice flour.  Adding more eggs is another way to reduce crumbliness.   Since rice flour absorbs more moisture than all-purpose flour, you may need to add more liquid to the recipe or substitute only 7/8 C rice flour for each cup of all-purpose flour.",1 cup wheat flour
wheat flour,1 cup amaranth flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is higher in fat than all-purpose flour.",1 cup wheat flour
wheat flour,1 cup spelt flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This tends to make baked goods heavier, so consider increasing the baking powder so that the product rises more.   Spelt is tolerated by most people with wheat allergies, and it's great for making pasta and bread.",1 cup wheat flour
wheat flour,1 cup kamut flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: This is tolerated by most people with wheat allergies, and it works well in pasta and bread recipes.  It works best if combined with other flours.",1 cup wheat flour
wheat flour,1 cup matzo meal,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: A traditional substitution for Jews during Passover.",1 cup wheat flour
wheat flour,1 cup potato starch,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: Another good substitution for Jews during Passover.",1 cup wheat flour
wheat flour,0.25 cups cocoa,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For general baking: Substitute 1/4 cup unsweetened cocoa powder for 2 tablespoons flour.",2 tablespoons wheat flour
wheat flour,1 cup rye flour light,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 40% of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup rye flour medium,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to one-third of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup rye flour dark,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to one-fourth of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup triticale flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to half of the wheat flour in a bread recipe with this, knead gently, and let rise only once.",1 cup wheat flour
wheat flour,1 cup barley flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This has a mild flavor.  Replace up to 1/6 of the wheat flour in a bread recipe with this.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup rice flour brown,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.  This is a good substitute for those with wheat allergies.",1 cup wheat flour
wheat flour,1 cup buckwheat flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This has a more pronounced flavor than wheat bread.  Replace up to 1/5 of the wheat flour in a bread recipe with this.  Contains some gluten.",1 cup wheat flour
wheat flour,1 cup rice flour non-waxy,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/5 of any wheat flour with this, and either increase the liquid in recipe or substitute 7/8 cup rice flour for each cup of all-purpose flour.  Also try increasing the yeast so that the bread rises more.",1 cup wheat flour
wheat flour,1 cup wheat germ,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This makes bread more nutritious.  Replace up to a third of the wheat flour in a bread recipe with this.",1 cup wheat flour
wheat flour,1 cup corn flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.",1 cup wheat flour
wheat flour,1 cup millet flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This has a more pronounced flavor than wheat flour, and tends to make breads coarse and dry.  Replace up to 1/5 of the wheat flour in a bread recipe with this.",1 cup wheat flour
wheat flour,1 cup oat flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/4 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.",1 cup wheat flour
wheat flour,0.88 cups potato flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/6 of the wheat flour in a bread recipe with this.  Substitute 5/8 cup potato flour for each cup of all-purpose flour.",1 cup wheat flour
